,watch-title,y,watch-view-count,watch-time-text,content_watch-info-tag-list,watch7-headline,watch7-user-header,watch8-sentiment-actions,og:image,og:image:width,og:image:height,og:description,og:video:width,og:video:height,og:video:tag,channel_link_0,proba
879,Creating Machine Learning Ensembles for Kaggle Competitions,,1.389 visualizações,Publicado em 11 de mar. de 2019,Ciência e tecnologia,Creating Machine Learning Ensembles for Kaggle Competitions,"Jeff Heaton













Carregando...
    







        Cancelar inscrição de Jeff Heaton?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição22,1 mil 











Carregando...
    









Carregando...
    













        Processando...","1.389 visualizações







71

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



72


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/jsRzovB26qU/maxresdefault.jpg,1280.0,720.0,Learn to ensemble a variety of models for Kaggle using my Kaggle utilities. Ensembling models together is one of the key strategies of Kaggle. This allows st...,1280.0,720.0,crossvalidation,/channel/UCR1-GEpyOPzT2AO4D_eifdw,0.185
1140,O que realmente é Ciência de Dados? Explicado por um Cientista de Dados,,904.504 visualizações,Publicado em 22 de jun. de 2018,Pessoas e blogs,O que realmente é Ciência de Dados? Explicado por um Cientista de Dados,"Joma Tech














Carregando...
    







        Cancelar inscrição de Joma Tech?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição333 mil 











Carregando...
    









Carregando...
    













        Processando...","904.504 visualizações







32.748

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



32.749


446

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



447",https://i.ytimg.com/vi/xC-c7E5PK0Y/maxresdefault.jpg,1280.0,720.0,►Free Resume/Cover Letter Template http://learn.joma.io/ ►JomaSwag Loja https://jomaswag.com/ ►Musica que uso: http://share.epidemicsound.com/lSSdb - (For Yo...,1280.0,720.0,big data,/channel/UCV0qA-eDDICsRR9rPcnG7tw,0.005
602,EYEBEAM EXCHANGE Learning AI: Creating Emotional Data Sets and Deep Learning,,195 visualizações,Transmitido ao vivo em 21 de abr. de 2018,Ciência e tecnologia,EYEBEAM EXCHANGE Learning AI: Creating Emotional Data Sets and Deep Learning,"Eyebeam













Carregando...
    







        Cancelar inscrição de Eyebeam?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","195 visualizações







5

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



6


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/VrzqVwncfYk/hqdefault.jpg,480.0,360.0,We kick off our first month of public programs in Eyebeam’s new home with a focus on Artificial Intelligence. This month’s workshop is inspired by the work o...,1280.0,720.0,Stephanie Dinkins,/channel/UCoTYylvEkyd5sv1ZIQJIVeg,0.126
928,Data Mining vs Machine Learning: Top 20 Things You Must Know(first 10)),,2 visualizações,Publicado em 24 de nov. de 2019,Pessoas e blogs,Data Mining vs Machine Learning: Top 20 Things You Must Know(first 10)),"Adham Abdulbaqi













Carregando...
    







        Cancelar inscrição de Adham Abdulbaqi?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição0 











Carregando...
    









Carregando...
    













        Processando...","2 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/m849JboZtQQ/maxresdefault.jpg,1280.0,720.0,"UHD,computer science department",1280.0,720.0,,/channel/UCZBCPzJJmhFNuIQUAmkEtsA,0.194
927,NPTEL - DATA SCIENCE -LECTURE 1,,20 visualizações,Publicado em 24 de nov. de 2019,Educação,NPTEL - DATA SCIENCE -LECTURE 1,"SARFARAZ QURESHI













Carregando...
    







        Cancelar inscrição de SARFARAZ QURESHI?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição4,5 mil 











Carregando...
    









Carregando...
    













        Processando...","20 visualizações







0

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/m4Iwf-SZ09Q/maxresdefault.jpg,1280.0,720.0,Please like this video and subscribe the channel for more videos,1280.0,720.0,,/channel/UCaEYwkfzmneCsDglCImAvSA,0.096
1131,What’s New in Android Machine Learning (Google I/O'19),,11.253 visualizações,Publicado em 8 de mai. de 2019,Ciência e tecnologia,"#io19



    What’s New in Android Machine Learning (Google I/O'19)","Android Developers













Carregando...
    







        Cancelar inscrição de Android Developers?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição815 mil 











Carregando...
    









Carregando...
    













        Processando...","11.253 visualizações







165

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



166


7

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



8",https://i.ytimg.com/vi/wpKJpeOy-68/maxresdefault.jpg,1280.0,720.0,"Come and find out the latest development of Android on-device machine learning, including Android platform, ML Kit, and TensorFlow Lite. Watch more #io19 her...",1280.0,720.0,io announcements,/channel/UCVHFbqXqoYvEWM1Ddxl0QDg,0.148
956,Data Science: Primeiros passos,,203 visualizações,Transmitido ao vivo em 26 de ago. de 2019,Entretenimento,Data Science: Primeiros passos,"Instituto Infnet













Carregando...
    







        Cancelar inscrição de Instituto Infnet?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição 











Carregando...
    









Carregando...
    













        Processando...","203 visualizações







33

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



34


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/nUgLEGuNMG0/hqdefault.jpg,480.0,360.0,"O tópico deste webinar é a Ciência de Dados, uma das mais importantes áreas da computação. Reúne os conhecimentos e práticas do Big Data, Machine Learning e ...",1280.0,720.0,infnet,/channel/UCWiZfhzycvNTPc1KZG0H-gw,0.154
837,Making music using new sounds generated with machine learning,,300.678 visualizações,Publicado em 13 de mar. de 2018,Ciência e tecnologia,Making music using new sounds generated with machine learning,"Google














Carregando...
    







        Cancelar inscrição de Google?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição8,25 mi 











Carregando...
    









Carregando...
    













        Processando...","300.678 visualizações







5.662

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



5.663


390

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



391",https://i.ytimg.com/vi/iTXU9Z0NYoU/maxresdefault.jpg,1280.0,720.0,NSynth Super is an open source experimental instrument. It gives musicians the ability to explore completely new sounds generated by the NSynth machine learn...,1280.0,720.0,neural network,/channel/UCK8sQmJBp8GCxrOtXWBpyEA,0.209
709,Live Breakdown of Common Data Science Interview Questions | Kaggle,,36.978 visualizações,Transmitido ao vivo em 21 de mar. de 2018,Ciência e tecnologia,Live Breakdown of Common Data Science Interview Questions | Kaggle,"Kaggle













Carregando...
    







        Cancelar inscrição de Kaggle?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição39 mil 











Carregando...
    









Carregando...
    













        Processando...","36.978 visualizações







704

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



705


13

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



14",https://i.ytimg.com/vi/aXUsrKPTBvY/maxresdefault.jpg,1280.0,720.0,SUBSCRIBE: http://www.youtube.com/user/kaggledotcom?sub_confirmation=1&utm_medium=youtube&utm_source=channel&utm_campaign=yt-sub About Kaggle: Kaggle is the ...,1280.0,720.0,CS,/channel/UCSNeZleDn9c74yQc-EKnVTA,0.024
765,Machine Learning And Data Science Using Python For Beginners,,53 visualizações,Publicado em 22 de nov. de 2019,Educação,"#DataScience #programming #MachineLearning



    Machine Learning And Data Science Using Python For Beginners","SimplivLLC













Carregando...
    







        Cancelar inscrição de SimplivLLC?
      


Cancelar
Cancelar inscrição










        Processando...
    










Inscrever-seInscritoCancelar inscrição3,3 mil 











Carregando...
    









Carregando...
    













        Processando...","53 visualizações







1

Gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



2


0

Não gostou deste vídeo?

      Faça login para que sua opinião seja levada em conta.
    
Fazer login



1",https://i.ytimg.com/vi/eGT5aU7eI3Q/maxresdefault.jpg,1280.0,720.0,Explore the Full Course on Simpliv (Special Discount Included in the link): https://www.simpliv.com/machinelearning/machine-learning-and-data-science-using-p...,1280.0,720.0,machine learning project,/channel/UCZZevQcSlAK689KbsrMvEog,0.072
